#광역	국회의원선거구	행정동(읍면)	더민주타깃	더민주평균	더민주적극	더민주소극	제3당(무소속)	새누리소극	새누리적극	새누리평균	새누리타깃
서울	종로구	평창동	 6.425 	 40.138 	 35.968 	 4.170 	 2.255 	 2.881 	 54.726 	 57.607 	 5.136 
서울	종로구	사직동	 6.162 	 42.360 	 38.216 	 4.143 	 2.019 	 2.509 	 53.113 	 55.621 	 4.528 
서울	종로구	청운효자동	 5.941 	 51.850 	 48.019 	 3.832 	 2.110 	 2.446 	 43.593 	 46.040 	 4.556 
서울	종로구	삼청동	 5.263 	 44.939 	 42.246 	 2.693 	 2.570 	 1.630 	 50.862 	 52.491 	 4.200 
서울	종로구	창신제2동	 5.231 	 63.137 	 59.668 	 3.469 	 1.762 	 2.702 	 32.399 	 35.101 	 4.464 
서울	종로구	교남동	 5.069 	 54.512 	 51.680 	 2.832 	 2.237 	 3.337 	 39.914 	 43.251 	 5.574 
서울	종로구	종로1.2.3.4가동	 5.061 	 45.067 	 41.829 	 3.238 	 1.823 	 1.306 	 51.805 	 53.111 	 3.128 
서울	종로구	창신제3동	 5.008 	 57.690 	 54.729 	 2.960 	 2.048 	 1.402 	 38.860 	 40.262 	 3.450 
서울	종로구	창신제1동	 4.480 	 57.417 	 55.106 	 2.310 	 2.170 	 2.060 	 38.354 	 40.413 	 4.230 
서울	종로구	숭인제2동	 4.398 	 57.134 	 54.652 	 2.482 	 1.916 	 2.490 	 38.460 	 40.950 	 4.407 
서울	종로구	숭인제1동	 4.135 	 57.537 	 55.286 	 2.251 	 1.883 	 1.356 	 39.224 	 40.580 	 3.239 
서울	종로구	종로5.6가동	 3.288 	 52.881 	 51.205 	 1.676 	 1.612 	 1.183 	 44.324 	 45.507 	 2.795 
서울	종로구		 5.977 	 52.166 	 48.333 	 3.832 	 2.145 	 2.558 	 43.132 	 45.689 	 4.703 
서울	중구성동구갑	성수2가제3동	 7.418 	 48.796 	 42.929 	 5.867 	 1.551 	 2.912 	 46.741 	 49.653 	 4.463 
서울	중구성동구갑	사근동	 7.295 	 57.183 	 52.096 	 5.087 	 2.208 	 6.408 	 34.201 	 40.609 	 8.616 
서울	중구성동구갑	행당제2동	 6.765 	 52.322 	 47.590 	 4.733 	 2.032 	 4.260 	 41.385 	 45.645 	 6.292 
서울	중구성동구갑	성수1가제2동	 6.749 	 53.803 	 48.719 	 5.084 	 1.666 	 2.187 	 42.345 	 44.532 	 3.852 
서울	중구성동구갑	마장동	 6.554 	 51.748 	 46.970 	 4.778 	 1.775 	 4.956 	 41.520 	 46.476 	 6.731 
서울	중구성동구갑	성수1가제1동	 6.376 	 50.976 	 46.147 	 4.828 	 1.547 	 1.863 	 45.613 	 47.477 	 3.411 
서울	중구성동구갑	응봉동	 6.275 	 48.770 	 43.951 	 4.819 	 1.456 	 2.881 	 46.893 	 49.774 	 4.337 
서울	중구성동구갑	성수2가제1동	 5.753 	 49.329 	 44.875 	 4.454 	 1.299 	 1.638 	 47.733 	 49.372 	 2.937 
서울	중구성동구갑	송정동	 5.347 	 52.803 	 49.185 	 3.618 	 1.729 	 3.334 	 42.135 	 45.468 	 5.062 
서울	중구성동구갑	왕십리도선동	 5.063 	 49.329 	 46.058 	 3.272 	 1.791 	 4.290 	 44.590 	 48.880 	 6.081 
서울	중구성동구갑	왕십리제2동	 4.663 	 54.939 	 52.249 	 2.689 	 1.974 	 3.936 	 39.152 	 43.087 	 5.909 
서울	중구성동구갑	행당제1동	 4.589 	 50.392 	 47.735 	 2.657 	 1.932 	 3.565 	 44.111 	 47.676 	 5.497 
서울	중구성동구갑	용답동	 3.872 	 56.551 	 54.477 	 2.074 	 1.798 	 2.885 	 38.766 	 41.651 	 4.683 
서울	중구성동구갑		 5.902 	 52.072 	 47.922 	 4.151 	 1.751 	 3.470 	 42.707 	 46.177 	 5.221 
서울	중구성동구을	소공동	 8.976 	 50.127 	 43.454 	 6.673 	 2.302 	 2.071 	 45.500 	 47.571 	 4.373 
서울	중구성동구을	금호1가동	 7.502 	 52.382 	 46.588 	 5.794 	 1.708 	 3.277 	 42.632 	 45.910 	 4.986 
서울	중구성동구을	신당제6동(동화동)	 7.341 	 49.515 	 44.397 	 5.118 	 2.223 	 4.109 	 44.153 	 48.262 	 6.332 
서울	중구성동구을	장충동	 7.165 	 54.482 	 50.274 	 4.209 	 2.957 	 3.457 	 39.104 	 42.561 	 6.414 
서울	중구성동구을	신당제4동(청구동)	 7.046 	 50.922 	 46.578 	 4.344 	 2.701 	 3.017 	 43.360 	 46.377 	 5.718 
서울	중구성동구을	신당제2동(다산동)	 6.999 	 54.305 	 49.931 	 4.374 	 2.626 	 2.951 	 40.119 	 43.069 	 5.576 
서울	중구성동구을	필동	 6.338 	 48.467 	 44.610 	 3.857 	 2.482 	 1.578 	 47.474 	 49.052 	 4.060 
서울	중구성동구을	신당제3동(약수동)	 6.065 	 49.959 	 46.314 	 3.645 	 2.420 	 2.856 	 44.765 	 47.621 	 5.276 
서울	중구성동구을	금호4가동	 5.850 	 51.487 	 47.258 	 4.229 	 1.622 	 3.811 	 43.080 	 46.891 	 5.433 
서울	중구성동구을	황학동	 5.812 	 52.200 	 48.646 	 3.554 	 2.258 	 3.453 	 42.089 	 45.542 	 5.711 
서울	중구성동구을	중림동	 5.782 	 52.632 	 49.129 	 3.503 	 2.279 	 2.272 	 42.816 	 45.089 	 4.552 
서울	중구성동구을	신당제5동	 5.781 	 54.035 	 50.498 	 3.537 	 2.244 	 2.102 	 41.618 	 43.721 	 4.347 
서울	중구성동구을	옥수동	 5.591 	 45.796 	 41.878 	 3.918 	 1.674 	 4.058 	 48.472 	 52.531 	 5.732 
서울	중구성동구을	신당제1동(신당동)	 5.268 	 51.386 	 48.350 	 3.035 	 2.233 	 1.784 	 44.597 	 46.381 	 4.017 
서울	중구성동구을	금호2.3가동	 5.259 	 52.725 	 49.067 	 3.657 	 1.602 	 3.249 	 42.425 	 45.674 	 4.850 
서울	중구성동구을	광희동	 4.694 	 44.320 	 41.809 	 2.511 	 2.183 	 0.579 	 52.918 	 53.497 	 2.761 
서울	중구성동구을	을지로동	 4.397 	 38.352 	 35.856 	 2.496 	 1.901 	 0.917 	 58.831 	 59.747 	 2.818 
서울	중구성동구을	명동	 3.597 	 49.382 	 47.932 	 1.451 	 2.146 	 4.845 	 43.626 	 48.471 	 6.991 
서울	중구성동구을	회현동	 3.357 	 41.972 	 40.736 	 1.236 	 2.121 	 3.094 	 52.813 	 55.907 	 5.214 
서울	중구성동구을		 5.938 	 49.708 	 45.963 	 3.744 	 2.194 	 2.815 	 45.284 	 48.099 	 5.008 
서울	중랑구갑	면목제4동	 20.675 	 50.443 	 40.366 	 10.077 	 10.598 	 15.207 	 23.752 	 38.959 	 25.805 
서울	중랑구갑	면목제3.8동	 19.417 	 49.413 	 40.938 	 8.474 	 10.943 	 18.075 	 21.569 	 39.644 	 29.018 
서울	중랑구갑	면목제2동	 19.232 	 50.369 	 41.253 	 9.116 	 10.116 	 15.225 	 24.290 	 39.515 	 25.341 
서울	중랑구갑	면목제7동	 19.128 	 49.042 	 40.687 	 8.355 	 10.773 	 18.331 	 21.855 	 40.185 	 29.104 
서울	중랑구갑	면목본동	 18.719 	 50.215 	 41.765 	 8.450 	 10.269 	 16.182 	 23.334 	 39.516 	 26.451 
서울	중랑구갑	망우제3동	 18.145 	 47.091 	 39.109 	 7.981 	 10.163 	 16.616 	 26.129 	 42.746 	 26.780 
서울	중랑구갑	면목제5동	 17.761 	 51.939 	 44.286 	 7.654 	 10.108 	 16.455 	 21.498 	 37.953 	 26.562 
서울	중랑구갑	상봉제2동	 15.156 	 49.410 	 42.590 	 6.820 	 8.337 	 12.400 	 29.853 	 42.254 	 20.737 
서울	중랑구갑		 18.529 	 49.740 	 41.374 	 8.366 	 10.163 	 16.061 	 24.035 	 40.097 	 26.225 
서울	중랑구을	상봉제1동	 10.029 	 50.309 	 45.208 	 5.101 	 4.928 	 2.776 	 41.988 	 44.764 	 7.704 
서울	중랑구을	중화제2동	 9.533 	 50.421 	 45.757 	 4.664 	 4.870 	 3.630 	 41.079 	 44.710 	 8.500 
서울	중랑구을	신내제2동	 9.145 	 51.727 	 47.122 	 4.605 	 4.541 	 2.821 	 40.912 	 43.733 	 7.362 
서울	중랑구을	묵제2동	 9.068 	 49.846 	 45.281 	 4.565 	 4.502 	 2.971 	 42.680 	 45.651 	 7.474 
서울	중랑구을	묵제1동	 9.030 	 49.328 	 44.539 	 4.789 	 4.240 	 3.316 	 43.115 	 46.431 	 7.557 
서울	중랑구을	중화제1동	 8.740 	 51.129 	 46.862 	 4.268 	 4.472 	 2.246 	 42.152 	 44.398 	 6.719 
서울	중랑구을	신내제1동	 8.080 	 49.269 	 45.223 	 4.046 	 4.034 	 2.747 	 43.950 	 46.697 	 6.781 
서울	중랑구을	망우본동	 7.785 	 44.935 	 40.993 	 3.942 	 3.843 	 2.018 	 49.204 	 51.222 	 5.861 
서울	중랑구을		 8.926 	 49.620 	 45.123 	 4.498 	 4.429 	 2.816 	 43.135 	 45.951 	 7.245 
경기도	수원시갑	연무동	 6.111 	 41.615 	 39.424 	 2.191 	 3.920 	 7.029 	 49.396 	 56.425 	 10.949 
경기도	수원시갑	정자3동	 4.574 	 56.290 	 54.277 	 2.014 	 2.560 	 3.981 	 38.449 	 42.429 	 6.541 
경기도	수원시갑	조원2동	 4.017 	 48.119 	 45.679 	 2.441 	 1.576 	 3.882 	 47.211 	 51.093 	 5.458 
경기도	수원시갑	송죽동	 3.519 	 50.875 	 49.570 	 1.305 	 2.215 	 4.413 	 43.605 	 48.018 	 6.627 
경기도	수원시갑	조원1동	 3.508 	 47.227 	 46.442 	 0.785 	 2.723 	 4.942 	 46.470 	 51.411 	 7.664 
경기도	수원시갑	영화동	 3.481 	 43.738 	 42.482 	 1.256 	 2.226 	 3.701 	 51.448 	 55.149 	 5.927 
경기도	수원시갑	정자2동	 3.443 	 51.261 	 50.102 	 1.159 	 2.284 	 4.445 	 43.152 	 47.597 	 6.729 
경기도	수원시갑	파장동	 3.333 	 49.501 	 48.164 	 1.337 	 1.996 	 3.970 	 45.531 	 49.501 	 5.966 
경기도	수원시갑	정자1동	 3.103 	 51.506 	 50.498 	 1.008 	 2.094 	 3.331 	 44.116 	 47.447 	 5.425 
경기도	수원시갑		 3.899 	 48.904 	 47.404 	 1.499 	 2.399 	 4.410 	 45.486 	 49.897 	 6.810 
경기도	수원시을	입북동	 20.760 	 52.696 	 44.725 	 7.972 	 12.788 	 10.904 	 30.005 	 40.909 	 23.693 
경기도	수원시을	구운동	 20.494 	 47.245 	 39.929 	 7.316 	 13.178 	 12.118 	 34.047 	 46.166 	 25.296 
경기도	수원시을	평동	 19.767 	 46.069 	 40.244 	 5.825 	 13.941 	 14.759 	 32.201 	 46.960 	 28.701 
경기도	수원시을	서둔동	 4.097 	 50.093 	 48.065 	 2.029 	 2.069 	 1.170 	 47.703 	 48.872 	 3.238 
경기도	수원시을	율천동	 3.747 	 57.808 	 56.856 	 0.952 	 2.795 	 2.829 	 37.966 	 40.795 	 5.624 
경기도	수원시을	금곡동									 - 
경기도	수원시을	호매실동									 - 
경기도	수원시을		 13.773 	 50.782 	 45.964 	 4.819 	 8.954 	 8.356 	 36.384 	 44.740 	 17.310 
경기도	수원시병	우만2동	 5.441 	 50.363 	 47.559 	 2.804 	 2.637 	 0.703 	 47.616 	 48.319 	 3.340 
경기도	수원시병	매산동	 5.067 	 45.226 	 42.770 	 2.456 	 2.611 	 1.038 	 52.430 	 53.468 	 3.649 
경기도	수원시병	화서2동	 4.866 	 51.860 	 48.873 	 2.988 	 1.879 	 0.649 	 46.551 	 47.200 	 2.528 
경기도	수원시병	지동	 4.794 	 40.942 	 38.653 	 2.290 	 2.504 	 2.989 	 54.816 	 57.806 	 5.493 
경기도	수원시병	인계동	 4.474 	 46.623 	 44.683 	 1.940 	 2.534 	 1.569 	 50.541 	 52.110 	 4.103 
경기도	수원시병	고등동	 4.137 	 42.816 	 41.297 	 1.520 	 2.617 	 2.491 	 53.384 	 55.875 	 5.108 
경기도	수원시병	화서1동	 4.018 	 47.868 	 45.887 	 1.980 	 2.038 	 1.020 	 50.093 	 51.113 	 3.058 
경기도	수원시병	매교동	 3.931 	 39.099 	 38.101 	 0.998 	 2.933 	 2.992 	 56.442 	 59.434 	 5.925 
경기도	수원시병	우만1동	 3.622 	 48.043 	 46.753 	 1.290 	 2.332 	 2.925 	 47.866 	 50.791 	 5.257 
경기도	수원시병	행궁동	 3.380 	 39.115 	 38.114 	 1.001 	 2.379 	 3.187 	 56.509 	 59.696 	 5.565 
경기도	수원시병		 4.373 	 45.196 	 43.269 	 1.927 	 2.446 	 1.956 	 51.625 	 53.581 	 4.403 
경기도	수원시정	영통1동	 4.193 	 59.598 	 55.704 	 3.894 	 0.299 	 3.317 	 37.010 	 40.327 	 3.616 
경기도	수원시정	원천동	 3.782 	 59.923 	 56.445 	 3.478 	 0.305 	 5.000 	 35.001 	 40.001 	 5.305 
경기도	수원시정	매탄2동	 3.775 	 51.351 	 47.844 	 3.507 	 0.268 	 5.517 	 43.065 	 48.582 	 5.785 
경기도	수원시정	매탄3동	 3.771 	 56.069 	 52.582 	 3.486 	 0.284 	 4.741 	 39.119 	 43.860 	 5.025 
경기도	수원시정	매탄4동	 2.928 	 54.955 	 52.334 	 2.621 	 0.307 	 4.191 	 40.777 	 44.968 	 4.497 
경기도	수원시정	매탄1동	 2.769 	 52.893 	 50.432 	 2.460 	 0.309 	 4.429 	 42.601 	 47.030 	 4.738 
경기도	수원시정	광교1동									 - 
경기도	수원시정	광교2동									 - 
경기도	수원시정		 3.536 	 55.798 	 52.557 	 3.241 	 0.295 	 4.532 	 39.596 	 44.128 	 4.828 
경기도	수원시무	권선2동	 20.608 	 47.022 	 39.747 	 7.275 	 13.333 	 12.383 	 33.929 	 46.312 	 25.715 
경기도	수원시무	곡선동	 19.488 	 54.456 	 46.609 	 7.847 	 11.641 	 9.278 	 30.445 	 39.723 	 20.919 
경기도	수원시무	세류2동	 19.263 	 43.683 	 37.878 	 5.805 	 13.459 	 14.129 	 35.459 	 49.588 	 27.587 
경기도	수원시무	세류3동	 16.868 	 43.422 	 38.176 	 5.247 	 11.621 	 11.915 	 38.853 	 50.767 	 23.536 
경기도	수원시무	권선1동	 15.728 	 47.504 	 42.237 	 5.267 	 10.461 	 10.194 	 37.072 	 47.266 	 20.655 
경기도	수원시무	세류1동	 15.071 	 38.957 	 34.921 	 4.036 	 11.035 	 12.224 	 43.302 	 55.526 	 23.259 
경기도	수원시무	태장동	 6.923 	 54.138 	 47.568 	 6.570 	 0.353 	 5.521 	 40.253 	 45.774 	 5.874 
경기도	수원시무	영통2동	 3.843 	 58.788 	 55.272 	 3.516 	 0.327 	 2.619 	 38.511 	 41.130 	 2.946 
경기도	수원시무		 14.724 	 48.496 	 42.801 	 5.695 	 9.029 	 9.783 	 37.228 	 47.011 	 18.812 
경기도	성남시수정구	수진1동	 5.510 	 54.002 	 51.541 	 2.461 	 3.048 	 5.138 	 39.336 	 44.474 	 8.187 
경기도	성남시수정구	태평2동	 5.225 	 56.267 	 54.323 	 1.944 	 3.280 	 5.019 	 37.073 	 42.093 	 8.300 
경기도	성남시수정구	단대동	 5.092 	 53.708 	 51.029 	 2.680 	 2.413 	 4.398 	 40.688 	 45.085 	 6.810 
경기도	성남시수정구	태평4동	 5.057 	 55.806 	 54.118 	 1.687 	 3.370 	 4.356 	 38.154 	 42.510 	 7.726 
경기도	성남시수정구	신촌동	 4.892 	 37.320 	 33.806 	 3.514 	 1.377 	 3.244 	 58.748 	 61.991 	 4.621 
경기도	성남시수정구	산성동	 4.838 	 57.448 	 55.434 	 2.014 	 2.823 	 4.300 	 36.840 	 41.140 	 7.123 
경기도	성남시수정구	태평3동	 4.790 	 55.400 	 53.631 	 1.769 	 3.021 	 4.940 	 38.150 	 43.089 	 7.960 
경기도	성남시수정구	신흥1동	 4.749 	 55.253 	 53.274 	 1.979 	 2.770 	 4.261 	 39.101 	 43.362 	 7.031 
경기도	성남시수정구	시흥동	 4.660 	 33.200 	 30.238 	 2.962 	 1.698 	 2.625 	 63.327 	 65.951 	 4.323 
경기도	성남시수정구	수진2동	 4.408 	 53.676 	 51.298 	 2.378 	 2.030 	 3.523 	 41.787 	 45.309 	 5.553 
경기도	성남시수정구	태평1동	 4.333 	 55.724 	 54.150 	 1.574 	 2.759 	 4.335 	 38.561 	 42.896 	 7.095 
경기도	성남시수정구	복정동	 4.177 	 64.488 	 61.833 	 2.655 	 1.522 	 3.253 	 31.498 	 34.751 	 4.775 
경기도	성남시수정구	고등동	 4.129 	 34.007 	 31.013 	 2.994 	 1.135 	 2.202 	 63.223 	 65.425 	 3.337 
경기도	성남시수정구	신흥2동	 3.919 	 53.945 	 52.871 	 1.074 	 2.845 	 2.797 	 41.835 	 44.632 	 5.643 
경기도	성남시수정구	양지동	 3.704 	 55.884 	 54.474 	 1.410 	 2.295 	 4.768 	 38.201 	 42.969 	 7.063 
경기도	성남시수정구	신흥3동	 3.527 	 52.159 	 50.613 	 1.547 	 1.981 	 3.499 	 43.352 	 46.850 	 5.479 
경기도	성남시수정구		 4.563 	 51.768 	 49.603 	 2.165 	 2.398 	 3.916 	 43.117 	 47.033 	 6.314 
경기도	성남시중원구	상대원3동	 30.988 	 52.803 	 50.727 	 2.076 	 28.912 	 3.322 	 42.619 	 45.941 	 32.235 
경기도	성남시중원구	금광1동	 30.585 	 54.345 	 51.471 	 2.874 	 27.710 	 3.338 	 42.048 	 45.386 	 31.048 
경기도	성남시중원구	도촌동	 29.997 	 54.170 	 52.045 	 2.125 	 27.872 	 0.941 	 44.496 	 45.436 	 28.813 
경기도	성남시중원구	상대원1동	 29.667 	 54.862 	 53.189 	 1.672 	 27.995 	 1.702 	 43.155 	 44.856 	 29.696 
경기도	성남시중원구	상대원2동	 29.107 	 51.462 	 49.362 	 2.100 	 27.008 	 1.866 	 46.034 	 47.900 	 28.874 
경기도	성남시중원구	은행1동	 29.085 	 54.850 	 53.567 	 1.283 	 27.803 	 1.690 	 43.271 	 44.961 	 29.493 
경기도	성남시중원구	금광2동	 28.649 	 54.168 	 53.181 	 0.987 	 27.662 	 0.636 	 44.907 	 45.543 	 28.298 
경기도	성남시중원구	중앙동	 28.051 	 51.161 	 49.386 	 1.774 	 26.276 	 1.656 	 46.836 	 48.491 	 27.932 
경기도	성남시중원구	은행2동	 27.363 	 54.385 	 53.450 	 0.935 	 26.428 	 1.367 	 44.630 	 45.997 	 27.795 
경기도	성남시중원구	성남동	 27.214 	 53.036 	 52.789 	 0.247 	 26.967 	 0.348 	 46.392 	 46.739 	 27.314 
경기도	성남시중원구	하대원동	 25.355 	 51.042 	 50.716 	 0.326 	 25.029 	 0.781 	 48.423 	 49.204 	 25.811 
경기도	성남시중원구		 28.733 	 53.298 	 51.808 	 1.491 	 27.242 	 1.604 	 44.801 	 46.405 	 28.846 
경기도	성남시분당구갑	수내2동	 7.238 	 36.343 	 31.494 	 4.849 	 2.390 	 3.321 	 59.142 	 62.463 	 5.710 
경기도	성남시분당구갑	백현동	 6.681 	 52.003 	 47.910 	 4.093 	 2.589 	 2.142 	 44.561 	 46.703 	 4.731 
경기도	성남시분당구갑	이매2동	 6.231 	 36.499 	 32.232 	 4.267 	 1.964 	 2.865 	 59.654 	 62.519 	 4.829 
경기도	성남시분당구갑	수내1동	 6.196 	 41.099 	 37.586 	 3.512 	 2.684 	 2.584 	 54.976 	 57.559 	 5.267 
경기도	성남시분당구갑	이매1동	 5.835 	 41.538 	 38.144 	 3.394 	 2.441 	 1.962 	 55.279 	 57.241 	 4.403 
경기도	성남시분당구갑	서현1동	 5.267 	 41.405 	 38.779 	 2.626 	 2.640 	 1.639 	 55.635 	 57.274 	 4.280 
경기도	성남시분당구갑	야탑1동	 4.876 	 46.301 	 44.008 	 2.293 	 2.583 	 2.992 	 49.415 	 52.407 	 5.575 
경기도	성남시분당구갑	서현2동	 4.755 	 46.175 	 44.001 	 2.173 	 2.582 	 2.209 	 50.326 	 52.534 	 4.791 
경기도	성남시분당구갑	판교동	 4.710 	 47.915 	 45.427 	 2.488 	 2.222 	 2.519 	 48.455 	 50.974 	 4.740 
경기도	성남시분당구갑	삼평동	 4.630 	 53.240 	 50.830 	 2.409 	 2.220 	 3.268 	 42.382 	 45.650 	 5.489 
경기도	성남시분당구갑	야탑2동	 4.597 	 39.648 	 37.446 	 2.202 	 2.396 	 2.256 	 56.898 	 59.154 	 4.652 
경기도	성남시분당구갑	운중동	 4.270 	 47.304 	 44.824 	 2.480 	 1.789 	 1.142 	 50.659 	 51.801 	 2.932 
경기도	성남시분당구갑	야탑3동	 3.673 	 54.691 	 53.816 	 0.875 	 2.798 	 2.990 	 40.920 	 43.910 	 5.788 
경기도	성남시분당구갑		 5.304 	 44.935 	 42.038 	 2.897 	 2.408 	 2.453 	 51.408 	 53.861 	 4.861 
경기도	성남시분당구을	정자3동	 5.808 	 46.643 	 43.447 	 3.196 	 2.611 	 2.275 	 49.776 	 52.052 	 4.887 
경기도	성남시분당구을	수내3동	 5.486 	 46.819 	 43.459 	 3.361 	 2.125 	 2.028 	 50.090 	 52.118 	 4.153 
경기도	성남시분당구을	정자1동	 5.285 	 38.090 	 34.906 	 3.184 	 2.101 	 2.290 	 58.570 	 60.860 	 4.391 
경기도	성남시분당구을	분당동	 4.832 	 46.317 	 43.665 	 2.652 	 2.179 	 1.425 	 51.168 	 52.593 	 3.605 
경기도	성남시분당구을	구미1동	 4.596 	 49.048 	 46.300 	 2.747 	 1.849 	 1.833 	 48.195 	 50.028 	 3.682 
경기도	성남시분당구을	금곡동	 4.574 	 43.995 	 41.577 	 2.419 	 2.156 	 2.486 	 52.441 	 54.927 	 4.642 
경기도	성남시분당구을	정자2동	 4.517 	 50.738 	 49.141 	 1.597 	 2.920 	 2.348 	 45.453 	 47.801 	 5.268 
경기도	성남시분당구을	구미동	 4.415 	 45.983 	 43.588 	 2.395 	 2.019 	 1.452 	 51.556 	 53.007 	 3.471 
경기도	성남시분당구을		 4.939 	 45.954 	 43.260 	 2.694 	 2.245 	 2.017 	 50.906 	 52.923 	 4.262 
경기도	의정부시갑	의정부1동	 8.031 	 41.914 	 39.871 	 2.043 	 5.988 	 6.695 	 48.397 	 55.092 	 12.683 
경기도	의정부시갑	가능2동	 7.692 	 44.663 	 43.360 	 1.303 	 6.389 	 7.996 	 44.146 	 52.142 	 14.385 
경기도	의정부시갑	가능1동	 6.949 	 43.727 	 42.326 	 1.401 	 5.548 	 6.603 	 46.896 	 53.499 	 12.151 
경기도	의정부시갑	가능3동	 6.017 	 44.109 	 42.705 	 1.403 	 4.613 	 7.538 	 46.047 	 53.585 	 12.151 
경기도	의정부시갑	의정부2동	 5.069 	 48.957 	 48.027 	 0.930 	 4.140 	 5.757 	 43.216 	 48.973 	 9.896 
경기도	의정부시갑	녹양동	 4.762 	 48.170 	 47.349 	 0.821 	 3.941 	 6.034 	 43.826 	 49.859 	 9.975 
경기도	의정부시갑	호원2동	 4.555 	 49.392 	 47.565 	 1.827 	 2.728 	 3.836 	 45.408 	 49.244 	 6.564 
경기도	의정부시갑	의정부3동	 3.976 	 44.779 	 44.250 	 0.528 	 3.448 	 4.912 	 48.585 	 53.497 	 8.360 
경기도	의정부시갑	호원1동	 3.679 	 49.042 	 48.137 	 0.905 	 2.774 	 4.590 	 44.980 	 49.571 	 7.364 
경기도	의정부시갑		 5.637 	 46.084 	 44.844 	 1.240 	 4.397 	 5.996 	 45.722 	 51.718 	 10.392 
경기도	의정부시을	송산2동	 27.507 	 52.147 	 51.818 	 0.329 	 27.178 	 1.351 	 45.949 	 47.301 	 28.529 
경기도	의정부시을	장암동	 26.816 	 49.683 	 48.609 	 1.075 	 25.741 	 1.122 	 48.745 	 49.867 	 26.863 
경기도	의정부시을	신곡1동	 25.990 	 48.880 	 48.462 	 0.418 	 25.571 	 1.407 	 49.148 	 50.554 	 26.978 
경기도	의정부시을	자금동	 25.922 	 47.176 	 46.308 	 0.868 	 25.054 	 1.908 	 50.183 	 52.091 	 26.962 
경기도	의정부시을	송산1동	 25.572 	 47.942 	 47.473 	 0.468 	 25.104 	 1.398 	 50.093 	 51.492 	 26.502 
경기도	의정부시을	신곡2동	 25.536 	 47.827 	 47.624 	 0.204 	 25.332 	 1.836 	 49.627 	 51.463 	 27.169 
경기도	의정부시을		 26.224 	 48.943 	 48.382 	 0.560 	 25.663 	 1.504 	 48.958 	 50.461 	 27.167 
경기도	안양시만안구	안양1동	 2.857 	 51.050 	 49.599 	 1.451 	 1.407 	 3.415 	 44.480 	 47.895 	 4.822 
경기도	안양시만안구	안양2동	 3.577 	 48.730 	 46.759 	 1.971 	 1.606 	 3.644 	 46.422 	 50.066 	 5.250 
경기도	안양시만안구	안양3동	 2.792 	 49.021 	 48.408 	 0.613 	 2.179 	 3.952 	 45.392 	 49.345 	 6.132 
경기도	안양시만안구	안양4동	 3.354 	 46.540 	 44.814 	 1.726 	 1.628 	 2.239 	 50.000 	 52.239 	 3.866 
경기도	안양시만안구	안양5동	 5.082 	 47.241 	 44.048 	 3.193 	 1.889 	 5.534 	 45.808 	 51.343 	 7.423 
경기도	안양시만안구	안양6동	 4.513 	 49.315 	 46.627 	 2.688 	 1.825 	 4.714 	 44.602 	 49.316 	 6.539 
경기도	안양시만안구	안양7동	 2.153 	 50.458 	 49.966 	 0.492 	 1.660 	 3.150 	 45.147 	 48.296 	 4.810 
경기도	안양시만안구	안양8동	 3.515 	 50.812 	 49.009 	 1.803 	 1.712 	 4.355 	 43.549 	 47.904 	 6.067 
경기도	안양시만안구	안양9동	 4.225 	 48.152 	 45.642 	 2.510 	 1.715 	 3.469 	 47.093 	 50.562 	 5.183 
경기도	안양시만안구	석수1동	 1.474 	 52.163 	 51.860 	 0.304 	 1.170 	 2.011 	 44.949 	 46.959 	 3.181 
경기도	안양시만안구	석수2동	 2.550 	 52.344 	 51.309 	 1.034 	 1.515 	 3.535 	 42.985 	 46.520 	 5.050 
경기도	안양시만안구	석수3동	 3.393 	 53.982 	 52.111 	 1.872 	 1.521 	 4.277 	 40.600 	 44.877 	 5.798 
경기도	안양시만안구	박달1동	 3.655 	 49.995 	 48.039 	 1.956 	 1.699 	 3.321 	 45.410 	 48.731 	 5.020 
경기도	안양시만안구	박달2동	 2.251 	 50.473 	 49.566 	 0.907 	 1.344 	 3.119 	 45.401 	 48.519 	 4.462 
경기도	안양시만안구	평균	 3.242 	 50.020 	 48.411 	 1.609 	 1.634 	 3.624 	 45.131 	 48.755 	 5.257 
경기도	안양시동안구갑	비산3동	 2.316 	 50.304 	 48.262 	 2.043 	 0.273 	 2.004 	 47.623 	 49.627 	 2.277 
경기도	안양시동안구갑	관양1동	 2.160 	 52.236 	 50.427 	 1.809 	 0.351 	 1.468 	 46.209 	 47.676 	 1.818 
경기도	안양시동안구갑	관양2동	 1.973 	 53.973 	 52.365 	 1.608 	 0.365 	 1.686 	 44.250 	 45.936 	 2.051 
경기도	안양시동안구갑	부흥동	 1.859 	 54.053 	 52.545 	 1.508 	 0.351 	 0.868 	 44.992 	 45.860 	 1.218 
경기도	안양시동안구갑	비산2동	 1.357 	 49.855 	 48.984 	 0.871 	 0.486 	 1.189 	 48.834 	 50.023 	 1.676 
경기도	안양시동안구갑	달안동	 1.294 	 61.386 	 60.400 	 0.986 	 0.307 	 0.992 	 37.545 	 38.537 	 1.299 
경기도	안양시동안구갑	비산1동	 1.198 	 49.650 	 48.797 	 0.853 	 0.345 	 0.909 	 49.355 	 50.264 	 1.255 
