#광역	국회의원선거구	행정동(읍면)	더민주타깃	더민주평균	더민주적극	더민주소극	제3당(무소속)	새누리소극	새누리적극	새누리평균	새누리타깃
서울	동대문구을	장안제1동	 5.476 	 51.857 	 48.296 	 3.562 	 1.915 	 1.713 	 44.515 	 46.228 	 3.628 
서울	동대문구을	답십리제1동	 5.173 	 52.678 	 49.635 	 3.043 	 2.130 	 2.290 	 42.902 	 45.192 	 4.420 
서울	동대문구을	전농제1동	 5.104 	 51.814 	 49.049 	 2.765 	 2.339 	 2.190 	 43.656 	 45.846 	 4.529 
서울	동대문구을		 5.934 	 51.965 	 48.194 	 3.771 	 2.163 	 2.103 	 43.769 	 45.872 	 4.265 
서울	동작구갑	신대방제1동	 7.476 	 52.708 	 46.813 	 5.895 	 1.581 	 3.202 	 42.509 	 45.712 	 4.783 
서울	동작구갑	신대방제2동	 7.170 	 53.453 	 47.960 	 5.493 	 1.676 	 3.020 	 41.850 	 44.870 	 4.697 
서울	동작구갑	대방동	 7.110 	 53.442 	 48.005 	 5.437 	 1.674 	 3.250 	 41.634 	 44.884 	 4.924 
서울	동작구갑	상도제3동	 6.568 	 57.047 	 52.049 	 4.999 	 1.570 	 3.111 	 38.272 	 41.383 	 4.681 
서울	동작구갑	상도제4동	 6.087 	 55.783 	 51.379 	 4.405 	 1.682 	 2.638 	 39.896 	 42.534 	 4.320 
서울	동작구갑	노량진제1동	 6.065 	 53.101 	 48.743 	 4.358 	 1.706 	 1.867 	 43.325 	 45.192 	 3.574 
서울	동작구갑	상도제2동	 6.026 	 52.383 	 48.074 	 4.309 	 1.717 	 2.739 	 43.161 	 45.900 	 4.456 
서울	동작구갑	노량진제2동	 4.993 	 54.805 	 51.423 	 3.383 	 1.610 	 2.040 	 41.545 	 43.585 	 3.650 
서울	동작구갑		 6.437 	 54.090 	 49.306 	 4.785 	 1.652 	 2.734 	 41.524 	 44.258 	 4.386 
서울	동작구을	사당제3동	 11.754 	 50.280 	 41.301 	 8.978 	 2.775 	 3.392 	 43.553 	 46.945 	 6.168 
서울	동작구을	사당제1동	 11.398 	 57.175 	 49.100 	 8.075 	 3.323 	 3.608 	 35.894 	 39.502 	 6.931 
서울	동작구을	사당제4동	 11.172 	 55.144 	 47.190 	 7.954 	 3.218 	 3.062 	 38.576 	 41.638 	 6.280 
서울	동작구을	사당제2동	 10.666 	 50.546 	 42.817 	 7.729 	 2.937 	 2.494 	 44.023 	 46.517 	 5.431 
서울	동작구을	사당제5동	 10.514 	 55.453 	 47.982 	 7.471 	 3.044 	 3.366 	 38.138 	 41.504 	 6.409 
서울	동작구을	상도제1동	 10.000 	 51.262 	 44.123 	 7.138 	 2.862 	 4.943 	 40.933 	 45.876 	 7.805 
서울	동작구을	흑석동	 8.896 	 47.557 	 41.563 	 5.994 	 2.903 	 2.750 	 46.791 	 49.541 	 5.653 
서울	동작구을		 10.629 	 52.488 	 44.868 	 7.620 	 3.009 	 3.374 	 41.130 	 44.503 	 6.382 
서울	마포구갑	도화동	 7.822 	 49.561 	 43.884 	 5.677 	 2.145 	 3.081 	 45.213 	 48.294 	 5.226 
서울	마포구갑	아현동	 7.638 	 50.807 	 45.610 	 5.198 	 2.440 	 3.277 	 43.476 	 46.752 	 5.717 
서울	마포구갑	신수동	 7.591 	 53.272 	 48.355 	 4.917 	 2.673 	 2.557 	 41.497 	 44.054 	 5.231 
서울	마포구갑	용강동	 7.098 	 51.778 	 46.869 	 4.909 	 2.189 	 3.501 	 42.532 	 46.033 	 5.690 
서울	마포구갑	염리동	 6.591 	 55.468 	 51.535 	 3.933 	 2.658 	 2.122 	 39.752 	 41.874 	 4.780 
서울	마포구갑	대흥동	 6.532 	 58.199 	 54.555 	 3.644 	 2.888 	 2.112 	 36.801 	 38.913 	 5.001 
서울	마포구갑	공덕동	 5.797 	 54.711 	 51.472 	 3.239 	 2.558 	 1.336 	 41.395 	 42.731 	 3.894 
서울	마포구갑		 7.010 	 53.400 	 48.897 	 4.502 	 2.507 	 2.570 	 41.524 	 44.093 	 5.077 
서울	마포구을	상암동	 11.960 	 55.048 	 46.495 	 8.554 	 3.406 	 4.911 	 36.634 	 41.546 	 8.317 
서울	마포구을	합정동	 10.097 	 55.287 	 49.276 	 6.011 	 4.086 	 4.107 	 36.520 	 40.627 	 8.193 
서울	마포구을	서교동	 9.856 	 57.701 	 52.292 	 5.409 	 4.447 	 2.305 	 35.548 	 37.852 	 6.751 
서울	마포구을	연남동	 9.533 	 56.204 	 50.551 	 5.654 	 3.879 	 3.830 	 36.086 	 39.916 	 7.710 
서울	마포구을	성산1동	 8.865 	 56.637 	 51.562 	 5.075 	 3.790 	 2.829 	 36.745 	 39.573 	 6.618 
서울	마포구을	망원1동	 8.731 	 57.139 	 52.310 	 4.829 	 3.902 	 2.569 	 36.390 	 38.959 	 6.471 
서울	마포구을	서강동	 8.639 	 55.136 	 50.772 	 4.364 	 4.275 	 2.441 	 38.148 	 40.588 	 6.716 
서울	마포구을	망원2동	 8.442 	 56.786 	 52.054 	 4.731 	 3.710 	 2.406 	 37.097 	 39.504 	 6.117 
서울	마포구을	성산2동	 7.971 	 56.461 	 52.189 	 4.272 	 3.700 	 2.723 	 37.116 	 39.839 	 6.423 
서울	마포구을		 9.344 	 56.267 	 50.833 	 5.433 	 3.911 	 3.125 	 36.698 	 39.823 	 7.035 
서울	서대문구갑	신촌동	 7.961 	 58.108 	 51.949 	 6.159 	 1.802 	 4.809 	 35.280 	 40.090 	 6.612 
서울	서대문구갑	연희동	 7.562 	 52.966 	 47.251 	 5.715 	 1.847 	 3.260 	 41.927 	 45.187 	 5.106 
서울	서대문구갑	천연동	 6.180 	 53.704 	 49.126 	 4.578 	 1.602 	 3.689 	 41.005 	 44.694 	 5.291 
서울	서대문구갑	홍제제2동	 5.746 	 51.942 	 47.831 	 4.110 	 1.635 	 3.981 	 42.442 	 46.423 	 5.617 
서울	서대문구갑	홍제제1동	 5.625 	 54.905 	 50.942 	 3.963 	 1.662 	 3.491 	 39.942 	 43.433 	 5.153 
서울	서대문구갑	충현동	 4.346 	 52.415 	 49.753 	 2.661 	 1.685 	 2.826 	 43.075 	 45.901 	 4.510 
서울	서대문구갑	북아현동	 3.252 	 56.950 	 55.617 	 1.333 	 1.919 	 2.850 	 38.281 	 41.131 	 4.768 
서울	서대문구갑		 5.810 	 54.427 	 50.353 	 4.074 	 1.736 	 3.558 	 40.279 	 43.837 	 5.294 
서울	서대문구을	홍은제1동	 7.324 	 52.000 	 46.819 	 5.181 	 2.143 	 3.697 	 42.160 	 45.857 	 5.840 
서울	서대문구을	홍제제3동	 6.424 	 53.859 	 49.699 	 4.160 	 2.264 	 3.002 	 40.874 	 43.877 	 5.267 
서울	서대문구을	홍은제2동	 6.055 	 50.830 	 46.905 	 3.926 	 2.130 	 3.872 	 43.168 	 47.040 	 6.002 
서울	서대문구을	북가좌제1동	 6.018 	 53.503 	 49.433 	 4.070 	 1.948 	 4.910 	 39.639 	 44.549 	 6.858 
서울	서대문구을	남가좌제2동	 5.987 	 52.070 	 48.500 	 3.570 	 2.417 	 3.682 	 41.831 	 45.513 	 6.099 
서울	서대문구을	북가좌제2동	 5.301 	 54.786 	 51.501 	 3.285 	 2.016 	 3.735 	 39.462 	 43.198 	 5.751 
서울	서대문구을	남가좌제1동	 3.911 	 50.746 	 48.571 	 2.175 	 1.736 	 2.095 	 45.423 	 47.518 	 3.830 
서울	서대문구을		 5.860 	 52.542 	 48.775 	 3.767 	 2.093 	 3.570 	 41.794 	 45.364 	 5.664 
서울	서초구갑	반포본동	 9.854 	 31.741 	 25.677 	 6.064 	 3.790 	 4.595 	 59.874 	 64.468 	 8.385 
서울	서초구갑	잠원동	 8.529 	 36.955 	 31.996 	 4.959 	 3.569 	 4.793 	 54.682 	 59.475 	 8.363 
서울	서초구갑	반포3동	 8.337 	 35.009 	 30.371 	 4.638 	 3.699 	 3.947 	 57.345 	 61.292 	 7.646 
서울	서초구갑	방배1동	 8.099 	 43.136 	 38.424 	 4.712 	 3.387 	 3.784 	 49.693 	 53.477 	 7.170 
서울	서초구갑	반포2동	 8.096 	 31.565 	 26.911 	 4.654 	 3.443 	 4.675 	 60.318 	 64.993 	 8.117 
서울	서초구갑	반포4동	 7.964 	 37.851 	 33.509 	 4.342 	 3.622 	 4.149 	 54.378 	 58.527 	 7.771 
서울	서초구갑	방배4동	 7.935 	 43.307 	 38.968 	 4.339 	 3.597 	 2.812 	 50.284 	 53.097 	 6.409 
서울	서초구갑	반포1동	 7.577 	 39.255 	 34.724 	 4.531 	 3.046 	 4.875 	 52.824 	 57.699 	 7.921 
서울	서초구갑	방배본동	 7.147 	 38.903 	 35.083 	 3.820 	 3.327 	 2.285 	 55.485 	 57.770 	 5.612 
서울	서초구갑		 8.171 	 37.525 	 32.852 	 4.673 	 3.498 	 3.990 	 54.987 	 58.978 	 7.488 
서울	서초구을	양재1동	 8.456 	 47.848 	 41.386 	 6.462 	 1.994 	 7.206 	 42.952 	 50.158 	 9.200 
서울	서초구을	서초4동	 6.657 	 30.716 	 25.758 	 4.958 	 1.699 	 6.049 	 61.536 	 67.585 	 7.748 
서울	서초구을	양재2동	 6.618 	 53.166 	 48.443 	 4.723 	 1.895 	 4.384 	 40.554 	 44.938 	 6.280 
서울	서초구을	서초2동	 6.200 	 36.704 	 32.261 	 4.442 	 1.757 	 6.055 	 55.484 	 61.539 	 7.812 
서울	서초구을	방배3동	 6.182 	 39.691 	 35.499 	 4.192 	 1.990 	 3.895 	 54.423 	 58.318 	 5.885 
서울	서초구을	서초1동	 5.639 	 39.948 	 36.033 	 3.915 	 1.724 	 5.285 	 53.043 	 58.328 	 7.009 
서울	서초구을	서초3동	 5.369 	 38.712 	 35.180 	 3.532 	 1.837 	 4.283 	 55.169 	 59.451 	 6.119 
서울	서초구을	내곡동	 5.275 	 35.900 	 32.408 	 3.492 	 1.783 	 2.976 	 59.342 	 62.317 	 4.759 
서울	서초구을	방배2동	 5.047 	 49.050 	 45.798 	 3.251 	 1.796 	 2.760 	 46.395 	 49.155 	 4.556 
서울	서초구을		 6.160 	 41.304 	 36.974 	 4.330 	 1.831 	 4.766 	 52.100 	 56.865 	 6.596 
서울	성북구갑	길음제1동	 7.826 	 54.635 	 49.307 	 5.328 	 2.496 	 6.330 	 37.287 	 43.617 	 8.826 
서울	성북구갑	돈암제2동	 8.460 	 49.362 	 43.524 	 5.838 	 2.623 	 6.810 	 42.737 	 49.548 	 9.433 
서울	성북구갑	동선동	 7.314 	 56.102 	 51.416 	 4.685 	 2.629 	 4.673 	 37.791 	 42.464 	 7.302 
서울	성북구갑	보문동	 5.302 	 54.410 	 51.568 	 2.842 	 2.461 	 3.780 	 40.380 	 44.161 	 6.241 
서울	성북구갑	삼선동	 7.078 	 55.328 	 50.779 	 4.549 	 2.529 	 4.446 	 38.558 	 43.003 	 6.975 
서울	성북구갑	성북동	 8.332 	 50.676 	 44.883 	 5.793 	 2.538 	 5.287 	 43.359 	 48.646 	 7.825 
서울	성북구갑	안암동	 8.657 	 54.909 	 49.131 	 5.778 	 2.879 	 4.275 	 38.987 	 43.262 	 7.154 
서울	성북구갑	정릉제1동	 6.433 	 53.300 	 49.496 	 3.803 	 2.630 	 3.775 	 41.377 	 45.152 	 6.405 
서울	성북구갑	정릉제2동	 5.784 	 51.538 	 48.284 	 3.254 	 2.530 	 3.653 	 43.310 	 46.963 	 6.183 
서울	성북구갑	정릉제3동	 5.761 	 49.673 	 46.625 	 3.048 	 2.713 	 2.233 	 46.131 	 48.364 	 4.946 
서울	성북구갑	정릉제4동	 5.973 	 53.831 	 50.448 	 3.384 	 2.589 	 3.481 	 40.849 	 44.330 	 6.070 
서울	성북구갑		 6.993 	 53.069 	 48.678 	 4.391 	 2.602 	 4.431 	 40.979 	 45.410 	 7.033 
서울	성북구을	돈암제1동	 6.668 	 52.473 	 47.553 	 4.920 	 1.748 	 4.020 	 41.759 	 45.779 	 5.768 
서울	성북구을	종암동	 6.560 	 54.956 	 50.160 	 4.796 	 1.764 	 3.880 	 39.400 	 43.280 	 5.644 
서울	성북구을	월곡제1동	 6.532 	 57.838 	 52.982 	 4.855 	 1.676 	 3.853 	 36.633 	 40.486 	 5.529 
서울	성북구을	석관동	 5.599 	 52.675 	 48.706 	 3.969 	 1.631 	 2.505 	 43.190 	 45.695 	 4.136 
서울	성북구을	장위제1동	 5.483 	 53.189 	 49.324 	 3.865 	 1.619 	 1.527 	 43.665 	 45.192 	 3.146 
서울	성북구을	길음제2동	 5.452 	 53.423 	 49.723 	 3.700 	 1.752 	 2.399 	 42.426 	 44.825 	 4.151 
서울	성북구을	월곡제2동	 5.081 	 53.821 	 50.413 	 3.407 	 1.673 	 2.972 	 41.534 	 44.506 	 4.645 
서울	성북구을	장위제3동	 4.597 	 50.366 	 47.289 	 3.077 	 1.520 	 1.374 	 46.740 	 48.114 	 2.894 
서울	성북구을	장위제2동	 4.349 	 49.904 	 47.074 	 2.830 	 1.519 	 1.156 	 47.421 	 48.577 	 2.675 
서울	성북구을		 5.591 	 53.183 	 49.247 	 3.935 	 1.656 	 2.632 	 42.530 	 45.161 	 4.288 
서울	송파구갑	잠실6동	 7.512 	 36.186 	 31.784 	 4.402 	 3.109 	 4.179 	 56.525 	 60.704 	 7.289 
서울	송파구갑	오륜동	 7.305 	 33.117 	 27.772 	 5.345 	 1.961 	 7.756 	 57.166 	 64.922 	 9.717 
서울	송파구갑	잠실4동	 7.153 	 41.206 	 36.367 	 4.840 	 2.313 	 5.971 	 50.510 	 56.481 	 8.284 
서울	송파구갑	방이1동	 6.941 	 46.405 	 41.812 	 4.594 	 2.347 	 4.649 	 46.599 	 51.248 	 6.996 
서울	송파구갑	풍납2동	 6.874 	 51.313 	 46.789 	 4.525 	 2.349 	 3.283 	 43.055 	 46.337 	 5.632 
서울	송파구갑	송파2동	 6.854 	 44.304 	 39.808 	 4.496 	 2.358 	 4.564 	 48.775 	 53.338 	 6.921 
서울	송파구갑	방이2동	 6.242 	 54.258 	 50.777 	 3.481 	 2.761 	 2.824 	 40.157 	 42.981 	 5.585 
서울	송파구갑	송파1동	 6.038 	 53.757 	 50.172 	 3.585 	 2.453 	 3.142 	 40.648 	 43.790 	 5.595 
서울	송파구갑	풍납1동	 5.760 	 51.718 	 48.498 	 3.220 	 2.541 	 1.305 	 44.436 	 45.741 	 3.846 
서울	송파구갑		 6.742 	 45.807 	 41.531 	 4.276 	 2.466 	 4.186 	 47.541 	 51.727 	 6.652 
서울	송파구병	가락2동	 7.396 	 47.133 	 42.001 	 5.132 	 2.263 	 5.431 	 45.173 	 50.604 	 7.694 
서울	송파구병	오금동	 6.005 	 46.063 	 42.175 	 3.888 	 2.116 	 4.120 	 47.700 	 51.820 	 6.237 
서울	송파구병	거여2동	 5.612 	 50.504 	 47.161 	 3.343 	 2.270 	 3.762 	 43.464 	 47.226 	 6.032 
서울	송파구병	가락본동	 5.380 	 48.774 	 45.653 	 3.121 	 2.259 	 3.562 	 45.406 	 48.967 	 5.820 
서울	송파구병	문정1동	 5.155 	 45.883 	 42.745 	 3.138 	 2.017 	 4.214 	 47.886 	 52.100 	 6.230 
서울	송파구병	장지동	 5.150 	 55.201 	 52.210 	 2.991 	 2.159 	 5.864 	 36.777 	 42.640 	 8.022 
서울	송파구병	마천2동	 5.143 	 51.355 	 48.514 	 2.841 	 2.302 	 3.005 	 43.338 	 46.343 	 5.307 
서울	송파구병	거여1동	 5.107 	 47.158 	 44.174 	 2.984 	 2.123 	 3.003 	 47.716 	 50.719 	 5.126 
서울	송파구병	마천1동	 4.138 	 51.473 	 49.554 	 1.919 	 2.219 	 1.895 	 44.413 	 46.308 	 4.115 
서울	송파구병		 5.454 	 49.283 	 46.021 	 3.262 	 2.192 	 3.873 	 44.653 	 48.525 	 6.065 
서울	송파구을	잠실2동	 9.096 	 44.007 	 37.445 	 6.561 	 2.534 	 6.337 	 47.122 	 53.459 	 8.871 
서울	송파구을	문정2동	 7.723 	 31.746 	 26.682 	 5.064 	 2.659 	 5.708 	 59.887 	 65.595 	 8.367 
서울	송파구을	잠실3동	 7.505 	 36.555 	 31.608 	 4.946 	 2.558 	 4.599 	 56.288 	 60.887 	 7.157 
서울	송파구을	삼전동	 7.388 	 57.069 	 52.518 	 4.551 	 2.837 	 2.601 	 37.493 	 40.094 	 5.438 
서울	송파구을	가락1동	 6.702 	 52.784 	 49.026 	 3.758 	 2.944 	 3.274 	 40.998 	 44.272 	 6.218 
서울	송파구을	잠실7동	 6.558 	 28.563 	 24.073 	 4.490 	 2.067 	 4.483 	 64.886 	 69.369 	 6.550 
서울	송파구을	석촌동	 6.275 	 57.245 	 53.676 	 3.569 	 2.707 	 2.460 	 37.589 	 40.049 	 5.166 
서울	송파구을	잠실본동	 6.088 	 54.648 	 51.060 	 3.588 	 2.500 	 2.544 	 40.308 	 42.852 	 5.044 
서울	송파구을		 7.167 	 45.327 	 40.761 	 4.566 	 2.601 	 4.001 	 48.071 	 52.072 	 6.602 
서울	양천구갑	목2동	 8.290 	 53.898 	 47.368 	 6.530 	 1.761 	 4.010 	 40.332 	 44.342 	 5.770 
서울	양천구갑	목5동	 8.036 	 43.932 	 37.593 	 6.339 	 1.697 	 7.262 	 47.108 	 54.371 	 8.960 
서울	양천구갑	신정6동	 7.704 	 48.073 	 41.975 	 6.098 	 1.606 	 6.823 	 43.498 	 50.321 	 8.429 
서울	양천구갑	목4동	 7.099 	 53.987 	 48.619 	 5.368 	 1.731 	 4.786 	 39.497 	 44.282 	 6.517 
서울	양천구갑	목1동	 6.886 	 47.841 	 42.512 	 5.329 	 1.557 	 6.043 	 44.559 	 50.602 	 7.600 
서울	양천구갑	목3동	 6.374 	 52.077 	 47.483 	 4.594 	 1.780 	 3.916 	 42.227 	 46.143 	 5.697 
서울	양천구갑	신정2동	 6.301 	 53.142 	 48.432 	 4.710 	 1.591 	 4.860 	 40.407 	 45.267 	 6.450 
서울	양천구갑	신정1동	 6.177 	 48.180 	 43.556 	 4.625 	 1.553 	 5.626 	 44.641 	 50.267 	 7.178 
서울	양천구갑	신정7동	 6.073 	 50.426 	 46.095 	 4.331 	 1.742 	 3.794 	 44.038 	 47.832 	 5.536 
서울	양천구갑		 6.993 	 50.173 	 44.848 	 5.325 	 1.669 	 5.235 	 42.923 	 48.158 	 6.904 
서울	양천구을	신월2동	 10.004 	 51.477 	 43.772 	 7.705 	 2.299 	 4.326 	 41.898 	 46.224 	 6.625 
서울	양천구을	신월4동	 9.628 	 53.288 	 45.994 	 7.294 	 2.334 	 5.143 	 39.234 	 44.377 	 7.477 
서울	양천구을	신월6동	 8.478 	 50.191 	 44.121 	 6.070 	 2.407 	 3.404 	 43.998 	 47.402 	 5.811 
서울	양천구을	신월7동	 8.024 	 52.663 	 47.058 	 5.605 	 2.419 	 3.951 	 40.967 	 44.917 	 6.370 
서울	양천구을	신정3동	 7.390 	 54.585 	 49.485 	 5.100 	 2.290 	 5.626 	 37.500 	 43.126 	 7.915 
서울	양천구을	신월3동	 7.110 	 52.943 	 48.208 	 4.735 	 2.375 	 4.516 	 40.166 	 44.682 	 6.891 
서울	양천구을	신정4동	 6.901 	 54.459 	 49.824 	 4.635 	 2.266 	 4.347 	 38.928 	 43.275 	 6.613 
서울	양천구을	신월1동	 6.580 	 52.995 	 48.660 	 4.335 	 2.245 	 3.026 	 41.734 	 44.760 	 5.271 
서울	양천구을	신월5동	 6.001 	 52.663 	 48.930 	 3.733 	 2.268 	 4.611 	 40.458 	 45.069 	 6.879 
서울	양천구을		 7.791 	 52.807 	 47.339 	 5.468 	 2.323 	 4.328 	 40.542 	 44.870 	 6.650 
서울	영등포구갑	양평제2동	 8.459 	 55.602 	 49.064 	 6.538 	 1.921 	 5.080 	 37.397 	 42.477 	 7.001 
서울	영등포구갑	당산제2동	 8.455 	 51.539 	 45.113 	 6.425 	 2.030 	 5.966 	 40.465 	 46.432 	 7.996 
서울	영등포구갑	문래동	 8.125 	 51.872 	 45.643 	 6.228 	 1.897 	 4.516 	 41.715 	 46.231 	 6.414 
서울	영등포구갑	양평제1동	 7.870 	 55.709 	 49.909 	 5.800 	 2.070 	 3.294 	 38.928 	 42.222 	 5.364 
서울	영등포구갑	당산제1동	 6.633 	 53.001 	 48.456 	 4.545 	 2.088 	 2.236 	 42.674 	 44.911 	 4.325 
서울	영등포구갑	영등포동	 6.326 	 49.828 	 45.385 	 4.443 	 1.884 	 4.550 	 43.739 	 48.288 	 6.433 
서울	영등포구갑	도림동	 5.427 	 55.788 	 52.396 	 3.391 	 2.036 	 3.219 	 38.958 	 42.176 	 5.255 
서울	영등포구갑	영등포본동	 4.857 	 53.931 	 51.124 	 2.807 	 2.050 	 2.235 	 41.785 	 44.020 	 4.284 
서울	영등포구갑	신길제3동	 4.274 	 51.734 	 49.638 	 2.097 	 2.178 	 1.530 	 44.559 	 46.088 	 3.707 
서울	영등포구갑		 6.714 	 53.223 	 48.525 	 4.697 	 2.017 	 3.625 	 41.135 	 44.761 	 5.642 
서울	영등포구을	여의동	 8.235 	 33.815 	 26.974 	 6.841 	 1.394 	 3.150 	 61.641 	 64.791 	 4.544 
서울	영등포구을	신길제1동	 6.645 	 53.990 	 49.120 	 4.870 	 1.775 	 1.428 	 42.807 	 44.235 	 3.203 
서울	영등포구을	대림제3동	 6.386 	 56.703 	 52.048 	 4.655 	 1.730 	 2.453 	 39.114 	 41.567 	 4.183 
서울	영등포구을	대림제1동	 6.310 	 55.358 	 50.804 	 4.553 	 1.756 	 1.375 	 41.511 	 42.886 	 3.131 
서울	영등포구을	신길제6동	 6.285 	 53.973 	 49.653 	 4.321 	 1.964 	 2.257 	 41.805 	 44.062 	 4.221 
서울	영등포구을	신길제7동	 6.158 	 47.572 	 43.143 	 4.428 	 1.729 	 3.095 	 47.604 	 50.699 	 4.824 
서울	영등포구을	신길제4동	 4.787 	 53.047 	 50.146 	 2.901 	 1.886 	 1.681 	 43.386 	 45.067 	 3.567 
서울	영등포구을	대림제2동	 4.102 	 56.766 	 54.376 	 2.390 	 1.712 	 1.725 	 39.796 	 41.522 	 3.437 
서울	영등포구을	신길제5동	 3.585 	 54.035 	 52.065 	 1.970 	 1.615 	 1.437 	 42.913 	 44.350 	 3.052 
서울	영등포구을		 5.833 	 51.696 	 47.592 	 4.103 	 1.729 	 2.067 	 44.509 	 46.575 	 3.796 
서울	용산구	이태원제2동	 8.054 	 47.027 	 41.574 	 5.453 	 2.601 	 2.414 	 47.957 	 50.372 	 5.015 
서울	용산구	이촌제1동	 7.101 	 33.347 	 28.111 	 5.236 	 1.865 	 4.732 	 60.056 	 64.788 	 6.597 
서울	용산구	청파동	 6.519 	 56.251 	 51.865 	 4.386 	 2.133 	 1.614 	 40.002 	 41.616 	 3.747 
서울	용산구	용문동	 6.279 	 51.339 	 47.190 	 4.149 	 2.130 	 2.008 	 44.523 	 46.531 	 4.138 
서울	용산구	용산2가동	 6.264 	 51.083 	 47.164 	 3.919 	 2.346 	 2.031 	 44.540 	 46.571 	 4.376 
서울	용산구	효창동	 6.190 	 50.561 	 46.524 	 4.038 	 2.152 	 1.694 	 45.593 	 47.287 	 3.846 
서울	용산구	후암동	 5.950 	 53.751 	 50.049 	 3.702 	 2.248 	 0.685 	 43.315 	 44.001 	 2.933 
서울	용산구	원효로제2동	 5.670 	 48.294 	 44.705 	 3.589 	 2.080 	 0.368 	 49.258 	 49.626 	 2.448 
서울	용산구	원효로제1동	 5.289 	 51.207 	 48.014 	 3.194 	 2.096 	 0.659 	 46.038 	 46.697 	 2.754 
서울	용산구	이태원제1동	 5.226 	 42.052 	 38.428 	 3.623 	 1.603 	 3.143 	 53.202 	 56.346 	 4.746 
서울	용산구	보광동	 4.925 	 47.853 	 45.078 	 2.776 	 2.150 	 0.965 	 49.032 	 49.997 	 3.114 
서울	용산구	이촌제2동	 4.889 	 45.501 	 42.705 	 2.796 	 2.093 	 4.079 	 48.327 	 52.406 	 6.172 
서울	용산구	한강로동	 4.620 	 37.900 	 35.265 	 2.636 	 1.985 	 0.643 	 59.472 	 60.115 	 2.628 
서울	용산구	남영동	 4.162 	 52.814 	 50.882 	 1.932 	 2.230 	 1.686 	 43.271 	 44.957 	 3.916 
서울	용산구	서빙고동	 3.949 	 32.584 	 30.671 	 1.913 	 2.036 	 1.409 	 63.971 	 65.380 	 3.445 
서울	용산구	한남동	 3.734 	 46.674 	 45.015 	 1.659 	 2.075 	 1.946 	 49.305 	 51.251 	 4.021 
서울	용산구		 5.551 	 46.765 	 43.327 	 3.437 	 2.114 	 1.880 	 49.241 	 51.121 	 3.994 
서울	은평구갑	응암제2동	 10.950 	 53.132 	 46.809 	 6.323 	 4.627 	 3.060 	 39.181 	 42.241 	 7.687 
서울	은평구갑	응암제3동	 8.874 	 53.472 	 48.730 	 4.742 	 4.132 	 1.405 	 40.992 	 42.396 	 5.537 
서울	은평구갑	응암제1동	 8.248 	 54.389 	 50.169 	 4.220 	 4.028 	 1.605 	 39.977 	 41.583 	 5.633 
서울	은평구갑	신사제1동	 7.946 	 55.373 	 51.208 	 4.166 	 3.780 	 3.561 	 37.286 	 40.847 	 7.341 
서울	은평구갑	신사제2동	 7.770 	 54.131 	 50.350 	 3.781 	 3.989 	 1.417 	 40.463 	 41.880 	 5.406 
서울	은평구갑	녹번동	 7.261 	 53.636 	 50.019 	 3.618 	 3.644 	 1.973 	 40.747 	 42.720 	 5.616 
서울	은평구갑	증산동	 7.215 	 52.826 	 49.215 	 3.611 	 3.604 	 3.087 	 40.483 	 43.570 	 6.691 
서울	은평구갑	수색동	 6.917 	 50.406 	 46.884 	 3.522 	 3.395 	 2.081 	 44.119 	 46.199 	 5.475 
서울	은평구갑		 8.148 	 53.421 	 49.173 	 4.248 	 3.900 	 2.273 	 40.406 	 42.679 	 6.173 
서울	은평구을	역촌동	 24.095 	 41.883 	 33.000 	 8.883 	 15.212 	 4.084 	 38.821 	 42.905 	 19.295 
서울	은평구을	대조동	 22.995 	 41.411 	 33.000 	 8.411 	 14.584 	 4.114 	 39.891 	 44.005 	 18.698 
서울	은평구을	진관동	 22.510 	 41.460 	 33.000 	 8.460 	 14.049 	 6.847 	 37.644 	 44.490 	 20.896 
서울	은평구을	불광제1동	 21.472 	 40.041 	 33.000 	 7.041 	 14.430 	 3.951 	 41.577 	 45.528 	 18.382 
서울	은평구을	갈현제1동	 20.955 	 39.472 	 33.000 	 6.472 	 14.483 	 3.897 	 42.148 	 46.045 	 18.380 
서울	은평구을	갈현제2동	 20.092 	 39.264 	 33.000 	 6.264 	 13.828 	 5.461 	 41.447 	 46.908 	 19.289 
서울	은평구을	불광제2동	 19.891 	 39.076 	 33.000 	 6.076 	 13.815 	 3.325 	 43.784 	 47.109 	 17.141 
서울	은평구을	구산동	 19.361 	 38.939 	 33.000 	 5.939 	 13.422 	 5.000 	 42.639 	 47.639 	 18.421 
서울	은평구을		 21.421 	 40.193 	 33.000 	 7.193 	 14.228 	 4.585 	 40.994 	 45.579 	 18.813 
서울	종로구	혜화동	 10.912 	 55.455 	 47.286 	 8.168 	 2.744 	 5.634 	 36.167 	 41.802 	 8.378 
서울	종로구	부암동	 8.145 	 48.138 	 42.559 	 5.579 	 2.566 	 3.034 	 46.263 	 49.297 	 5.599 
서울	종로구	이화동	 7.945 	 58.952 	 53.451 	 5.501 	 2.444 	 4.550 	 34.054 	 38.604 	 6.995 
서울	종로구	가회동	 7.162 	 49.383 	 44.663 	 4.720 	 2.443 	 1.824 	 46.350 	 48.175 	 4.267 
서울	종로구	무악동	 6.990 	 50.227 	 45.101 	 5.126 	 1.864 	 3.134 	 44.775 	 47.909 	 4.998 
